1.000000000000000056e-01	1.355921257095313026e-01	3.072903415633629898e+00	5.989515291742884529e+01
1.355921257095313026e-01	1.838522455442933856e-01	2.776645941495561765e+00	5.412210725289214963e+01
1.838522455442933856e-01	2.492891678982144810e-01	2.392653717464938712e+00	4.663847945384800653e+01
2.492891678982144810e-01	3.380164819167915113e-01	1.969424599811897103e+00	3.838970922019662169e+01
3.380164819167915113e-01	4.583237330795510434e-01	1.572891056353383110e+00	3.066005968270932769e+01
4.583237330795510434e-01	6.214508923138416518e-01	1.219697454269422776e+00	2.377539169940047259e+01
6.214508923138416518e-01	8.426384751291882136e-01	9.142163432584675675e-01	1.782067087028339358e+01
8.426384751291882136e-01	1.142551420474046342e+00	6.680256246154807620e-01	1.302175747053106747e+01
1.142551420474046342e+00	1.549209758345204913e+00	4.687711403097565288e-01	9.137672963831473538e+00
1.549209758345204913e+00	2.100606443039755522e+00	3.167139290482398062e-01	6.173673658885000748e+00
2.100606443039755522e+00	2.848256928908980079e+00	2.103832030194012215e-01	4.100934480604007781e+00
2.848256928908980079e+00	3.862012115576700655e+00	1.409346814060844499e-01	2.747137679464500160e+00
3.862012115576700655e+00	5.236584322670087666e+00	9.860709993466862389e-02	1.922110495630025229e+00
5.236584322670087666e+00	7.100395997680434945e+00	7.221139837681324336e-02	1.407587072822336527e+00
7.100395997680434945e+00	9.627577867049382121e+00	5.510179927274733852e-02	1.074077936861028260e+00
9.627577867049382121e+00	1.305423748427261188e+01	4.343438079482807301e-02	8.466575462828617171e-01
1.305423748427261188e+01	1.770051810009568172e+01	3.462727193746658466e-02	6.749874014189956029e-01
1.770051810009568172e+01	2.400050875352008006e+01	2.774561863513823681e-02	5.408303450703008108e-01
2.400050875352008006e+01	3.254279999999999973e+01	2.176347410736493085e-02	4.242147473444001227e-01
