1.000000000000000056e-01	1.355921257095313026e-01	3.757770736741792206e+01	7.246275531473738738e+02
1.355921257095313026e-01	1.838522455442933856e-01	2.874790797626222982e+01	5.566281804867198844e+02
1.838522455442933856e-01	2.492891678982144810e-01	2.153456560422266719e+01	4.185261009447829679e+02
2.492891678982144810e-01	3.380164819167915113e-01	1.622431462026127136e+01	3.151814507266996088e+02
3.380164819167915113e-01	4.583237330795510434e-01	1.272429746872777123e+01	2.473814728015389051e+02
4.583237330795510434e-01	6.214508923138416518e-01	1.036308488071292899e+01	2.015166766412542643e+02
6.214508923138416518e-01	8.426384751291882136e-01	8.674138814944104325e+00	1.688442686264837675e+02
8.426384751291882136e-01	1.142551420474046342e+00	7.094951291101660118e+00	1.381841752437311470e+02
1.142551420474046342e+00	1.549209758345204913e+00	5.485998159003748320e+00	1.068865811829325594e+02
1.549209758345204913e+00	2.100606443039755522e+00	4.216190537643636382e+00	8.215672826549275953e+01
2.100606443039755522e+00	2.848256928908980079e+00	3.290184028354482759e+00	6.411589129037190560e+01
2.848256928908980079e+00	3.862012115576700655e+00	2.616722948856861741e+00	5.099005809554490298e+01
3.862012115576700655e+00	5.236584322670087666e+00	2.046484978753721151e+00	3.987865182461763425e+01
5.236584322670087666e+00	7.100395997680434945e+00	1.580400028219868913e+00	3.079513540446993147e+01
7.100395997680434945e+00	9.627577867049382121e+00	1.188242167418535278e+00	2.314652893863591743e+01
9.627577867049382121e+00	1.305423748427261188e+01	8.566209034750024154e-01	1.667596783795134741e+01
1.305423748427261188e+01	1.770051810009568172e+01	5.903871175938312232e-01	1.148363037521836993e+01
1.770051810009568172e+01	2.400050875352008006e+01	3.739852282458773214e-01	7.261332996559848318e+00
2.400050875352008006e+01	3.254279999999999973e+01	2.129726558083296917e-01	4.120853763171018258e+00
