1.000000000000000056e-01	1.355921257095313026e-01	7.318760747799537114e+01	1.416044506057454328e+03
1.355921257095313026e-01	1.838522455442933856e-01	5.053816097482459213e+01	9.813077084068975182e+02
1.838522455442933856e-01	2.492891678982144810e-01	3.495078070454116670e+01	6.795791412497601414e+02
2.492891678982144810e-01	3.380164819167915113e-01	2.438689942182056569e+01	4.743721594318620305e+02
3.380164819167915113e-01	4.583237330795510434e-01	1.748971294581215830e+01	3.403789226818733482e+02
4.583237330795510434e-01	6.214508923138416518e-01	1.330456708002864907e+01	2.591158264036407104e+02
6.214508923138416518e-01	8.426384751291882136e-01	1.065169197984453398e+01	2.075346403966779292e+02
8.426384751291882136e-01	1.142551420474046342e+00	8.295226731711846213e+00	1.615948561871668403e+02
1.142551420474046342e+00	1.549209758345204913e+00	6.390800263356399391e+00	1.245413865764295736e+02
1.549209758345204913e+00	2.100606443039755522e+00	5.018260079941144980e+00	9.779021813446172473e+01
2.100606443039755522e+00	2.848256928908980079e+00	4.028763765810186470e+00	7.850640881738894450e+01
2.848256928908980079e+00	3.862012115576700655e+00	3.203647782725937532e+00	6.244041978461814324e+01
3.862012115576700655e+00	5.236584322670087666e+00	2.530749041982010006e+00	4.932555312086459764e+01
5.236584322670087666e+00	7.100395997680434945e+00	1.960287243660544743e+00	3.820927561831319963e+01
7.100395997680434945e+00	9.627577867049382121e+00	1.485906209941647571e+00	2.896298846860382170e+01
9.627577867049382121e+00	1.305423748427261188e+01	1.081288809406239837e+00	2.107444584097586215e+01
1.305423748427261188e+01	1.770051810009568172e+01	7.522892926746619358e-01	1.465961499170804316e+01
1.770051810009568172e+01	2.400050875352008006e+01	4.866801735570226994e-01	9.479983713142843271e+00
2.400050875352008006e+01	3.254279999999999973e+01	2.862622501381014151e-01	5.567055081592540589e+00
