1.000000000000000056e-01	1.355921257095313026e-01	2.414669015995301393e+01	4.653408226714838065e+02
1.355921257095313026e-01	1.838522455442933856e-01	1.874831771063725228e+01	3.614045745075273999e+02
1.838522455442933856e-01	2.492891678982144810e-01	1.468084424358943707e+01	2.839648295064240529e+02
2.492891678982144810e-01	3.380164819167915113e-01	1.170398521723204333e+01	2.273465276202635721e+02
3.380164819167915113e-01	4.583237330795510434e-01	9.793543728293180095e+00	1.905900145510216817e+02
4.583237330795510434e-01	6.214508923138416518e-01	8.842522772568791822e+00	1.720718678437487199e+02
6.214508923138416518e-01	8.426384751291882136e-01	8.250183224613703459e+00	1.607098602663148483e+02
8.426384751291882136e-01	1.142551420474046342e+00	7.220822442202314839e+00	1.406833336834235411e+02
1.142551420474046342e+00	1.549209758345204913e+00	5.917122223326169994e+00	1.153246791917398468e+02
1.549209758345204913e+00	2.100606443039755522e+00	4.751607814107356553e+00	9.260186531581067015e+01
2.100606443039755522e+00	2.848256928908980079e+00	3.785509651312792823e+00	7.377084138415337122e+01
2.848256928908980079e+00	3.862012115576700655e+00	3.025686306980897022e+00	5.896264087402992260e+01
3.862012115576700655e+00	5.236584322670087666e+00	2.379565443935863112e+00	4.636895533233012401e+01
5.236584322670087666e+00	7.100395997680434945e+00	1.831170716000655396e+00	3.568262697208544409e+01
7.100395997680434945e+00	9.627577867049382121e+00	1.379068374292738541e+00	2.686850666638996898e+01
9.627577867049382121e+00	1.305423748427261188e+01	9.898846913385939139e-01	1.928709578159546467e+01
1.305423748427261188e+01	1.770051810009568172e+01	6.858204276332220406e-01	1.334934711933036056e+01
1.770051810009568172e+01	2.400050875352008006e+01	4.392204541149061781e-01	8.542163012343038986e+00
2.400050875352008006e+01	3.254279999999999973e+01	2.541359784942867073e-01	4.925984130965579411e+00
