1.000000000000000056e-01	1.355921257095313026e-01	3.029299791600771119e+00	5.904479976258911478e+01
1.355921257095313026e-01	1.838522455442933856e-01	2.735568061902487802e+00	5.332322414369959063e+01
1.838522455442933856e-01	2.492891678982144810e-01	2.353398784967124069e+00	4.587424123591353720e+01
2.492891678982144810e-01	3.380164819167915113e-01	1.935784812530229049e+00	3.773443350855419709e+01
3.380164819167915113e-01	4.583237330795510434e-01	1.549708594597698719e+00	3.020854232116976235e+01
4.583237330795510434e-01	6.214508923138416518e-01	1.207443000953300594e+00	2.353703084573963267e+01
6.214508923138416518e-01	8.426384751291882136e-01	9.111060228316796294e-01	1.776035498713106264e+01
8.426384751291882136e-01	1.142551420474046342e+00	6.713214921740009444e-01	1.308604110015794220e+01
1.142551420474046342e+00	1.549209758345204913e+00	4.725359169373264945e-01	9.211113383978759117e+00
1.549209758345204913e+00	2.100606443039755522e+00	3.183829806220441205e-01	6.206113775615346384e+00
2.100606443039755522e+00	2.848256928908980079e+00	2.107581983355931166e-01	4.108164979402492811e+00
2.848256928908980079e+00	3.862012115576700655e+00	1.409937666451926419e-01	2.748279203356720046e+00
3.862012115576700655e+00	5.236584322670087666e+00	9.865385093377493364e-02	1.922971163572509523e+00
5.236584322670087666e+00	7.100395997680434945e+00	7.229979659449409235e-02	1.409296816192694868e+00
7.100395997680434945e+00	9.627577867049382121e+00	5.519454402315566305e-02	1.075885347803734238e+00
9.627577867049382121e+00	1.305423748427261188e+01	4.351371851570142585e-02	8.481940009225195087e-01
1.305423748427261188e+01	1.770051810009568172e+01	3.470074903212003181e-02	6.764080184519022376e-01
1.770051810009568172e+01	2.400050875352008006e+01	2.778879187612492280e-02	5.416765275634616295e-01
2.400050875352008006e+01	3.254279999999999973e+01	2.180912258831720074e-02	4.251061746576213496e-01
