1.000000000000000056e-01	1.355921257095313026e-01	4.435665507166207533e+01	8.604357465802019078e+02
1.355921257095313026e-01	1.838522455442933856e-01	3.323240114132634204e+01	6.447855636497333762e+02
1.838522455442933856e-01	2.492891678982144810e-01	2.455014198445033102e+01	4.774746140749464871e+02
2.492891678982144810e-01	3.380164819167915113e-01	1.852448322934368719e+01	3.600483279821654605e+02
3.380164819167915113e-01	4.583237330795510434e-01	1.428618261237604159e+01	2.778662289178280957e+02
4.583237330795510434e-01	6.214508923138416518e-01	1.171539570635920846e+01	2.279270237173773239e+02
6.214508923138416518e-01	8.426384751291882136e-01	1.004702729430267816e+01	1.956806766954938155e+02
8.426384751291882136e-01	1.142551420474046342e+00	8.174322656345692550e+00	1.592775117963429068e+02
1.142551420474046342e+00	1.549209758345204913e+00	6.362691782245964767e+00	1.240011701099215315e+02
1.549209758345204913e+00	2.100606443039755522e+00	4.936914881306383229e+00	9.620911169639556704e+01
2.100606443039755522e+00	2.848256928908980079e+00	3.862494638210078435e+00	7.526699523380938217e+01
2.848256928908980079e+00	3.862012115576700655e+00	3.076245342773653579e+00	5.995569433422970462e+01
3.862012115576700655e+00	5.236584322670087666e+00	2.392448893474947713e+00	4.662988615821907956e+01
5.236584322670087666e+00	7.100395997680434945e+00	1.845412583362182168e+00	3.596571589131059454e+01
7.100395997680434945e+00	9.627577867049382121e+00	1.382340694675433301e+00	2.693851396170786572e+01
9.627577867049382121e+00	1.305423748427261188e+01	9.961623200200682149e-01	1.940897610435455078e+01
1.305423748427261188e+01	1.770051810009568172e+01	6.842258440230593042e-01	1.332714029172095138e+01
1.770051810009568172e+01	2.400050875352008006e+01	4.353327373334680006e-01	8.470180356793663989e+00
2.400050875352008006e+01	3.254279999999999973e+01	2.495856840131964460e-01	4.842570095608328629e+00
