1.000000000000000056e-01	1.355921257095313026e-01	3.395243361074769428e+00	6.617872428845649324e+01
1.355921257095313026e-01	1.838522455442933856e-01	2.882291121550154323e+00	5.618140204542858385e+01
1.838522455442933856e-01	2.492891678982144810e-01	2.368774280124617437e+00	4.617339611203361471e+01
2.492891678982144810e-01	3.380164819167915113e-01	1.863562652785740514e+00	3.632530004054099493e+01
3.380164819167915113e-01	4.583237330795510434e-01	1.430873578580314609e+00	2.789174643617177907e+01
4.583237330795510434e-01	6.214508923138416518e-01	1.072381784510441305e+00	2.090381840402427116e+01
6.214508923138416518e-01	8.426384751291882136e-01	7.794465449908674071e-01	1.519360632003777312e+01
8.426384751291882136e-01	1.142551420474046342e+00	5.536071825274251346e-01	1.079141351063417531e+01
1.142551420474046342e+00	1.549209758345204913e+00	3.833984193433561116e-01	7.473535522004462806e+00
1.549209758345204913e+00	2.100606443039755522e+00	2.599953194654123778e-01	5.068042141916693666e+00
2.100606443039755522e+00	2.848256928908980079e+00	1.753588998059163184e-01	3.418197583805323347e+00
2.848256928908980079e+00	3.862012115576700655e+00	1.203247221295874470e-01	2.345444185942233251e+00
3.862012115576700655e+00	5.236584322670087666e+00	8.507512860808354171e-02	1.658312607605804789e+00
5.236584322670087666e+00	7.100395997680434945e+00	6.310416208783928282e-02	1.230041177301765210e+00
7.100395997680434945e+00	9.627577867049382121e+00	4.855706300128988934e-02	9.464949469270728111e-01
9.627577867049382121e+00	1.305423748427261188e+01	3.861581771452930745e-02	7.526866824043854098e-01
1.305423748427261188e+01	1.770051810009568172e+01	3.102483363791615559e-02	6.047409869620006262e-01
1.770051810009568172e+01	2.400050875352008006e+01	2.500320679337528912e-02	4.873768623918284248e-01
2.400050875352008006e+01	3.254279999999999973e+01	1.968745859162846987e-02	3.837362648450325930e-01
