1.000000000000000056e-01	1.355921257095313026e-01	9.573502734794782043e+01	1.859119256421174214e+03
1.355921257095313026e-01	1.838522455442933856e-01	7.203093792182815491e+01	1.400233600196586622e+03
1.838522455442933856e-01	2.492891678982144810e-01	5.297087955555158345e+01	1.031047509983549162e+03
2.492891678982144810e-01	3.380164819167915113e-01	3.825939453035994120e+01	7.445592969385604647e+02
3.380164819167915113e-01	4.583237330795510434e-01	2.714016199805037743e+01	5.286384619412208394e+02
4.583237330795510434e-01	6.214508923138416518e-01	1.932065434648441737e+01	3.760416929639901582e+02
6.214508923138416518e-01	8.426384751291882136e-01	1.353652170111602970e+01	2.635575999592490462e+02
8.426384751291882136e-01	1.142551420474046342e+00	9.234511231866594727e+00	1.798831918002088628e+02
1.142551420474046342e+00	1.549209758345204913e+00	6.584100050541814575e+00	1.283005953876033232e+02
1.549209758345204913e+00	2.100606443039755522e+00	5.117642479403087918e+00	9.971863975401441849e+01
2.100606443039755522e+00	2.848256928908980079e+00	4.106934578450545992e+00	8.004165888641230708e+01
2.848256928908980079e+00	3.862012115576700655e+00	3.312738894724541083e+00	6.456054403912366979e+01
3.862012115576700655e+00	5.236584322670087666e+00	2.579694684102852964e+00	5.027755838153990453e+01
5.236584322670087666e+00	7.100395997680434945e+00	1.989731264557423662e+00	3.877888919863833905e+01
7.100395997680434945e+00	9.627577867049382121e+00	1.488891032350269983e+00	2.901435717794699443e+01
9.627577867049382121e+00	1.305423748427261188e+01	1.070645577876311982e+00	2.086360304130615972e+01
1.305423748427261188e+01	1.770051810009568172e+01	7.343128970709501546e-01	1.430742730115304973e+01
1.770051810009568172e+01	2.400050875352008006e+01	4.663633499055867548e-01	9.081072883370385540e+00
2.400050875352008006e+01	3.254279999999999973e+01	2.649151568735368945e-01	5.154762043446880604e+00
