1.000000000000000056e-01	1.355921257095313026e-01	2.577227940507393456e+00	5.022995786337756385e+01
1.355921257095313026e-01	1.838522455442933856e-01	2.302852840725659433e+00	4.488495403933598027e+01
1.838522455442933856e-01	2.492891678982144810e-01	1.960387495678350467e+00	3.821035858683559638e+01
2.492891678982144810e-01	3.380164819167915113e-01	1.594306119574107727e+00	3.107620254572287166e+01
3.380164819167915113e-01	4.583237330795510434e-01	1.256002691284621386e+00	2.448226519253022815e+01
4.583237330795510434e-01	6.214508923138416518e-01	9.607209240734008171e-01	1.872702197141644120e+01
6.214508923138416518e-01	8.426384751291882136e-01	7.119036835100783778e-01	1.387685546997637154e+01
8.426384751291882136e-01	1.142551420474046342e+00	5.150474512234664015e-01	1.003959221656721645e+01
1.142551420474046342e+00	1.549209758345204913e+00	3.607391826265642920e-01	7.031737052697623724e+00
1.549209758345204913e+00	2.100606443039755522e+00	2.467077134065996935e-01	4.808799307043286397e+00
2.100606443039755522e+00	2.848256928908980079e+00	1.678927838409405571e-01	3.272524247345310222e+00
2.848256928908980079e+00	3.862012115576700655e+00	1.154166755557404361e-01	2.249648162900628190e+00
3.862012115576700655e+00	5.236584322670087666e+00	8.240699443489553355e-02	1.606266799276824697e+00
5.236584322670087666e+00	7.100395997680434945e+00	6.135814993387286170e-02	1.195976950605592393e+00
7.100395997680434945e+00	9.627577867049382121e+00	4.744326219516125515e-02	9.247697427107434143e-01
9.627577867049382121e+00	1.305423748427261188e+01	3.782685302098186958e-02	7.373484398072314150e-01
1.305423748427261188e+01	1.770051810009568172e+01	3.042283459449681565e-02	5.930263644849593785e-01
1.770051810009568172e+01	2.400050875352008006e+01	2.454435959778944465e-02	4.784232355588207142e-01
2.400050875352008006e+01	3.254279999999999973e+01	1.932121480870150135e-02	3.765693657433997754e-01
